duration,weekday,hour,organization,max_participants,registered_count,attended_count,reward_ratio,tag_קהילה,tag_נגישות,tag_משפחות,tag_קשישים,tag_ילדים,tag_נוער,tag_חינוך,tag_פיזי,tag_גיוס,tag_אריזה,tag_מטבח,tag_בריאות,tag_עזרה ראשונה,tag_בעלי חיים,tag_סביבה,tag_טכנולוגיה,tag_אירועים,tag_תרומות,tag_צבא
180,3,12,נובה,26,18,16,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
90,0,20,לתת,7,4,3,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
120,6,15,גדולים מהחיים,10,4,4,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
120,5,17,גדולים מהחיים,7,2,2,0.8,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
150,6,12,לב אחד,18,12,9,0.45,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
90,4,12,לתת,16,8,6,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
180,2,15,גדולים מהחיים,29,14,14,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,1,16,גדולים מהחיים,10,4,4,0.4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
120,3,19,יד שרה,23,15,14,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
180,0,10,נובה,6,4,1,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
120,2,20,גדולים מהחיים,26,21,18,0.5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
60,3,16,גדולים מהחיים,29,19,17,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,1,12,גדולים מהחיים,16,7,6,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150,5,14,לתת,17,14,14,0.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
150,4,11,לב אחד,25,21,19,0.45,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5,20,לב אחד,26,19,18,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
120,6,8,לתת,29,22,18,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
120,1,19,גדולים מהחיים,25,21,18,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
180,3,18,יד שרה,26,12,10,0.9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
180,1,17,לתת,12,5,1,0.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,1,13,לתת,17,10,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,6,15,לב אחד,12,9,8,0.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
180,6,15,גדולים מהחיים,6,4,0,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
180,4,9,יד שרה,8,7,7,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
180,5,19,לתת,12,8,7,0.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
120,0,18,נובה,10,8,8,0.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
90,0,8,לב אחד,9,7,7,0.45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
60,6,8,לתת,26,18,16,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
120,4,16,לב אחד,9,4,3,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180,5,12,לב אחד,14,11,8,0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,0,9,לתת,19,11,10,0.65,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
90,6,17,לב אחד,18,8,8,0.55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,1,9,נובה,8,2,1,0.55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
90,4,16,נובה,21,16,11,0.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,20,לתת,12,7,7,0.45,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
90,0,18,יד שרה,27,21,18,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,6,10,גדולים מהחיים,9,5,5,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
90,6,11,יד שרה,27,23,20,0.35,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
180,3,8,לב אחד,22,18,17,0.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,3,19,נובה,9,9,9,0.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,4,11,לב אחד,24,18,17,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,0,13,נובה,27,16,16,0.35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
120,1,13,נובה,16,8,6,0.6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
90,0,20,לב אחד,19,16,15,0.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
150,5,19,לתת,17,9,8,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
90,3,19,נובה,9,6,3,0.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
120,6,19,גדולים מהחיים,10,8,7,0.7,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
180,2,19,גדולים מהחיים,22,17,16,0.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
60,5,16,לתת,7,4,0,0.7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
150,1,10,יד שרה,18,11,11,0.45,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,0,18,לתת,18,15,12,0.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
120,0,14,לב אחד,11,3,0,0.8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
90,0,9,לב אחד,25,10,10,0.55,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
90,0,12,נובה,20,7,4,0.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
180,6,19,נובה,13,5,5,1.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
150,6,13,גדולים מהחיים,8,3,0,0.85,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
120,3,8,גדולים מהחיים,13,5,4,0.7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4,20,יד שרה,24,11,9,1.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
180,4,11,יד שרה,10,8,3,0.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,5,20,יד שרה,15,12,12,0.45,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,5,8,לתת,25,19,18,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,1,12,לב אחד,8,5,3,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,3,17,נובה,12,4,3,0.9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
90,3,13,נובה,17,7,7,0.55,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
120,4,17,יד שרה,28,17,15,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
90,1,17,לתת,7,4,0,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,1,15,לב אחד,10,2,2,0.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
60,1,19,לתת,15,12,12,0.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
150,3,9,נובה,6,3,1,0.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,0,8,גדולים מהחיים,7,2,1,0.85,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
180,4,18,לתת,19,5,5,0.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
90,1,12,לב אחד,5,5,2,0.35,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
150,0,15,גדולים מהחיים,5,5,0,0.65,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
150,0,8,יד שרה,7,3,3,0.75,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
180,6,12,נובה,26,18,13,0.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
90,3,19,יד שרה,16,11,11,0.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,5,16,לתת,17,7,7,0.7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
180,4,15,יד שרה,26,23,20,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
150,0,9,יד שרה,7,0,0,0.65,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
90,2,10,גדולים מהחיים,30,13,8,0.75,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
180,0,14,לב אחד,13,9,7,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180,5,8,גדולים מהחיים,13,3,3,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
120,5,17,יד שרה,5,4,4,0.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
120,2,13,יד שרה,19,12,11,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,3,12,לתת,11,5,4,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
150,5,11,יד שרה,23,21,19,0.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4,9,גדולים מהחיים,13,8,8,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
120,6,8,לתת,22,11,7,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
180,0,16,יד שרה,9,4,4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
60,0,10,לב אחד,9,3,2,0.7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
120,5,10,גדולים מהחיים,12,9,9,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
90,4,14,יד שרה,20,15,14,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,5,8,לב אחד,5,0,0,0.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
180,2,15,יד שרה,9,5,3,0.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,4,10,לב אחד,10,5,3,0.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
60,1,14,לתת,11,8,7,0.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
60,2,19,לתת,7,1,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
120,0,18,גדולים מהחיים,27,19,18,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,6,20,לתת,12,8,5,0.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
180,0,16,לב אחד,29,11,10,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
90,1,8,גדולים מהחיים,7,7,7,0.45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
90,2,8,יד שרה,29,11,7,0.85,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
180,2,8,גדולים מהחיים,8,5,5,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
150,1,14,לתת,5,2,0,0.85,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
120,0,14,גדולים מהחיים,19,13,10,0.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3,15,נובה,19,16,14,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
60,6,17,לב אחד,17,12,11,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,6,20,גדולים מהחיים,13,7,7,0.65,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
180,2,11,גדולים מהחיים,24,12,10,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
90,6,19,יד שרה,29,22,21,0.45,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
90,0,15,לב אחד,15,10,9,0.55,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
60,6,13,יד שרה,26,12,12,0.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
60,2,12,נובה,18,11,11,0.3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60,1,18,גדולים מהחיים,21,17,13,0.3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
180,2,16,יד שרה,6,2,0,0.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
120,6,17,גדולים מהחיים,19,16,14,0.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
180,0,19,גדולים מהחיים,7,2,2,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
180,2,15,לב אחד,22,14,14,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
180,4,8,גדולים מהחיים,25,19,19,0.6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
150,5,9,יד שרה,30,24,18,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
180,3,20,נובה,10,7,7,0.8,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
90,2,12,לתת,8,5,4,0.35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
90,1,15,נובה,6,2,2,0.55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,19,לתת,8,6,5,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90,0,12,גדולים מהחיים,27,23,23,0.35,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
120,1,19,לב אחד,25,18,18,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
120,4,9,נובה,11,6,4,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
150,3,15,יד שרה,13,6,6,0.65,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
90,0,11,נובה,29,14,14,0.35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,0,13,נובה,8,5,1,0.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
90,3,13,לב אחד,18,15,15,0.35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
120,5,11,יד שרה,10,5,3,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,6,15,גדולים מהחיים,14,6,5,0.75,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
120,3,14,לתת,14,4,1,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
120,0,19,לב אחד,28,16,13,0.7,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
120,4,13,לתת,24,19,18,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,20,לב אחד,11,2,1,0.85,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
120,0,18,גדולים מהחיים,8,4,2,0.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
150,6,10,יד שרה,11,7,7,0.45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
90,0,16,יד שרה,16,10,7,0.35,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
150,1,15,לתת,9,6,6,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
90,6,17,יד שרה,21,10,8,0.55,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
120,6,19,לתת,13,5,3,0.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
150,3,18,לתת,12,6,4,0.85,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
180,5,19,לתת,17,17,14,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,2,13,גדולים מהחיים,8,2,2,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
120,0,10,יד שרה,30,20,15,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4,11,לב אחד,16,4,2,0.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
90,5,20,לב אחד,10,6,6,0.65,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
120,3,18,לתת,28,11,10,0.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150,1,16,גדולים מהחיים,7,4,4,0.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
120,1,19,לתת,22,10,5,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
150,5,11,נובה,22,15,12,0.45,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
150,3,15,נובה,25,11,11,0.65,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,5,16,גדולים מהחיים,22,13,13,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,5,15,לתת,28,17,16,0.65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
60,4,20,לב אחד,10,5,5,0.4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
150,4,20,גדולים מהחיים,27,22,19,0.55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
60,3,20,לב אחד,8,5,1,0.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
150,1,18,גדולים מהחיים,27,14,12,0.65,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
60,6,19,נובה,6,4,2,0.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
120,2,16,גדולים מהחיים,6,3,0,0.8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
90,4,19,גדולים מהחיים,14,11,11,0.65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,1,16,גדולים מהחיים,25,21,21,0.4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,3,20,נובה,7,7,7,0.6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
180,5,18,נובה,29,22,22,0.5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
90,1,13,יד שרה,25,13,6,0.75,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
90,1,10,גדולים מהחיים,9,4,3,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
120,6,10,נובה,15,10,9,0.4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,6,15,נובה,10,9,7,0.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
60,0,19,לב אחד,5,0,0,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,6,17,לתת,21,11,11,0.65,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
180,1,8,גדולים מהחיים,25,19,14,0.6,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
150,2,19,לתת,12,5,3,0.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60,6,13,גדולים מהחיים,23,16,14,0.3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
90,2,20,לב אחד,18,10,10,0.45,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3,13,לתת,21,14,11,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
90,3,9,יד שרה,6,6,3,0.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
60,5,14,נובה,5,3,0,0.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
120,2,12,יד שרה,14,11,8,0.4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
150,5,20,לתת,12,6,4,0.95,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
120,2,10,נובה,6,2,2,0.6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60,1,8,לב אחד,14,10,10,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
180,1,9,נובה,25,21,14,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
90,1,20,לתת,5,2,0,0.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
90,6,17,יד שרה,14,11,7,0.55,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,3,17,יד שרה,10,6,5,0.7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
90,6,9,לתת,14,14,9,0.35,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
60,3,16,גדולים מהחיים,22,13,13,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
150,6,12,נובה,30,14,13,0.65,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
150,1,11,יד שרה,12,9,9,0.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,1,12,גדולים מהחיים,10,2,0,0.85,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
150,1,12,לתת,29,14,10,0.85,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
90,5,12,לתת,24,13,11,0.55,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
180,0,20,לתת,10,4,2,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180,4,20,לב אחד,22,9,7,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
120,2,8,יד שרה,25,18,14,0.5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
90,2,11,לב אחד,16,15,12,0.35,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
60,6,16,לתת,30,28,28,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
180,0,18,יד שרה,17,10,10,0.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
180,3,17,יד שרה,11,4,0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
180,0,10,לב אחד,11,7,7,0.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60,0,9,גדולים מהחיים,20,16,10,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2,19,לב אחד,30,20,14,0.4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
120,2,14,לב אחד,24,20,15,0.4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,4,8,גדולים מהחיים,8,1,0,0.95,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
90,4,14,לתת,19,16,11,0.35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,2,16,לב אחד,20,15,10,0.45,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,4,15,לב אחד,14,4,3,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
60,5,14,יד שרה,19,8,8,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
60,6,9,לב אחד,30,12,10,0.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
150,0,12,יד שרה,11,2,0,0.85,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
180,1,13,לב אחד,22,10,10,0.7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
150,2,13,נובה,22,9,8,0.85,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
90,1,16,גדולים מהחיים,21,17,17,0.35,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
150,3,14,יד שרה,17,16,16,0.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
150,3,10,נובה,27,18,18,0.45,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
120,5,13,גדולים מהחיים,16,6,6,0.8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
90,2,19,לתת,14,7,3,0.85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
60,5,8,יד שרה,15,7,7,0.6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
120,0,13,גדולים מהחיים,21,8,3,0.8,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
120,4,9,נובה,20,13,12,0.4,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
120,3,16,גדולים מהחיים,21,15,13,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,1,10,נובה,21,8,3,0.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
120,5,18,גדולים מהחיים,10,5,4,0.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
60,6,14,לתת,7,3,3,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
150,1,13,נובה,27,11,9,0.85,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
180,6,18,לתת,16,13,10,0.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
60,5,13,נובה,16,15,13,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
